0.87	   1.9229000e-01   5.0570000e-02   2.7461000e-01  -2.3442000e-01  -1.6225000e-01   3.1675000e-01   6.5830000e-01
0.88	   1.9164000e-01   5.2930000e-02   2.7637000e-01  -2.2799000e-01  -1.5523000e-01   3.1821000e-01   6.5370000e-01
0.89	   1.9101000e-01   5.5340000e-02   2.7801000e-01  -2.2148000e-01  -1.4816000e-01   3.1974000e-01   6.4909000e-01
0.9	   1.9041000e-01   5.7790000e-02   2.7951000e-01  -2.1489000e-01  -1.4106000e-01   3.2132000e-01   6.4449000e-01
0.91	   1.8984000e-01   6.0280000e-02   2.8087000e-01  -2.0823000e-01  -1.3393000e-01   3.2297000e-01   6.3988000e-01
0.92	   1.8931000e-01   6.2810000e-02   2.8209000e-01  -2.0149000e-01  -1.2678000e-01   3.2469000e-01   6.3529000e-01
0.93	   1.8881000e-01   6.5390000e-02   2.8315000e-01  -1.9468000e-01  -1.1960000e-01   3.2647000e-01   6.3071000e-01
0.94	   1.8835000e-01   6.8010000e-02   2.8406000e-01  -1.8780000e-01  -1.1240000e-01   3.2832000e-01   6.2614000e-01
0.95	   1.8792000e-01   7.0680000e-02   2.8480000e-01  -1.8086000e-01  -1.0518000e-01   3.3024000e-01   6.2160000e-01
0.96	   1.8753000e-01   7.3390000e-02   2.8538000e-01  -1.7386000e-01  -9.7950000e-02   3.3222000e-01   6.1707000e-01
0.97	   1.8718000e-01   7.6140000e-02   2.8579000e-01  -1.6680000e-01  -9.0720000e-02   3.3428000e-01   6.1258000e-01
0.98	   1.8687000e-01   7.8930000e-02   2.8602000e-01  -1.5968000e-01  -8.3470000e-02   3.3640000e-01   6.0812000e-01
0.99	   1.8660000e-01   8.1760000e-02   2.8607000e-01  -1.5251000e-01  -7.6230000e-02   3.3860000e-01   6.0369000e-01
1	   1.8637000e-01   8.4640000e-02   2.8593000e-01  -1.4529000e-01  -6.8990000e-02   3.4086000e-01   5.9931000e-01
1.01	   1.8619000e-01   8.7560000e-02   2.8559000e-01  -1.3803000e-01  -6.1750000e-02   3.4320000e-01   5.9497000e-01
1.02	   1.8605000e-01   9.0520000e-02   2.8507000e-01  -1.3072000e-01  -5.4520000e-02   3.4560000e-01   5.9068000e-01
1.03	   1.8596000e-01   9.3520000e-02   2.8434000e-01  -1.2338000e-01  -4.7310000e-02   3.4808000e-01   5.8644000e-01
1.04	   1.8592000e-01   9.6560000e-02   2.8340000e-01  -1.1600000e-01  -4.0110000e-02   3.5063000e-01   5.8226000e-01
1.05	   1.8592000e-01   9.9640000e-02   2.8226000e-01  -1.0860000e-01  -3.2940000e-02   3.5325000e-01   5.7814000e-01
1.06	   1.8598000e-01   1.0276000e-01   2.8090000e-01  -1.0116000e-01  -2.5790000e-02   3.5594000e-01   5.7409000e-01
1.07	   1.8608000e-01   1.0593000e-01   2.7933000e-01  -9.3710000e-02  -1.8660000e-02   3.5871000e-01   5.7011000e-01
1.08	   1.8623000e-01   1.0913000e-01   2.7753000e-01  -8.6240000e-02  -1.1570000e-02   3.6154000e-01   5.6620000e-01
1.09	   1.8644000e-01   1.1237000e-01   2.7551000e-01  -7.8750000e-02  -4.5100000e-03   3.6445000e-01   5.6237000e-01
1.1	   1.8670000e-01   1.1565000e-01   2.7326000e-01  -7.1250000e-02   2.5000000e-03   3.6742000e-01   5.5863000e-01
1.11	   1.8701000e-01   1.1896000e-01   2.7078000e-01  -6.3750000e-02   9.4800000e-03   3.7047000e-01   5.5497000e-01
1.12	   1.8737000e-01   1.2232000e-01   2.6806000e-01  -5.6250000e-02   1.6410000e-02   3.7358000e-01   5.5141000e-01
1.13	   1.8779000e-01   1.2571000e-01   2.6510000e-01  -4.8750000e-02   2.3290000e-02   3.7677000e-01   5.4793000e-01
1.14	   1.8827000e-01   1.2914000e-01   2.6191000e-01  -4.1250000e-02   3.0120000e-02   3.8002000e-01   5.4456000e-01
1.15	   1.8880000e-01   1.3260000e-01   2.5847000e-01  -3.3770000e-02   3.6890000e-02   3.8334000e-01   5.4129000e-01
1.16	   1.8938000e-01   1.3610000e-01   2.5478000e-01  -2.6310000e-02   4.3600000e-02   3.8673000e-01   5.3813000e-01
1.17	   1.9003000e-01   1.3963000e-01   2.5084000e-01  -1.8860000e-02   5.0250000e-02   3.9019000e-01   5.3508000e-01
1.18	   1.9073000e-01   1.4319000e-01   2.4666000e-01  -1.1440000e-02   5.6830000e-02   3.9370000e-01   5.3215000e-01
1.19	   1.9149000e-01   1.4679000e-01   2.4222000e-01  -4.0600000e-03   6.3350000e-02   3.9729000e-01   5.2933000e-01
1.2	   1.9230000e-01   1.5043000e-01   2.3753000e-01   3.3000000e-03   6.9790000e-02   4.0093000e-01   5.2663000e-01
1.21	   1.9317000e-01   1.5409000e-01   2.3258000e-01   1.0610000e-02   7.6160000e-02   4.0464000e-01   5.2407000e-01
1.22	   1.9411000e-01   1.5779000e-01   2.2737000e-01   1.7880000e-02   8.2450000e-02   4.0841000e-01   5.2163000e-01
1.23	   1.9509000e-01   1.6151000e-01   2.2191000e-01   2.5100000e-02   8.8660000e-02   4.1224000e-01   5.1932000e-01
1.24	   1.9614000e-01   1.6526000e-01   2.1619000e-01   3.2270000e-02   9.4790000e-02   4.1612000e-01   5.1715000e-01
1.25	   1.9725000e-01   1.6905000e-01   2.1021000e-01   3.9380000e-02   1.0083000e-01   4.2006000e-01   5.1512000e-01
1.26	   1.9841000e-01   1.7286000e-01   2.0397000e-01   4.6420000e-02   1.0679000e-01   4.2406000e-01   5.1323000e-01
1.27	   1.9964000e-01   1.7670000e-01   1.9746000e-01   5.3400000e-02   1.1265000e-01   4.2811000e-01   5.1149000e-01
1.28	   2.0092000e-01   1.8056000e-01   1.9070000e-01   6.0300000e-02   1.1842000e-01   4.3221000e-01   5.0990000e-01
1.29	   2.0225000e-01   1.8445000e-01   1.8368000e-01   6.7130000e-02   1.2409000e-01   4.3635000e-01   5.0845000e-01
1.3	   2.0365000e-01   1.8836000e-01   1.7640000e-01   7.3870000e-02   1.2966000e-01   4.4055000e-01   5.0717000e-01
1.31	   2.0510000e-01   1.9230000e-01   1.6886000e-01   8.0530000e-02   1.3514000e-01   4.4479000e-01   5.0603000e-01
1.32	   2.0661000e-01   1.9626000e-01   1.6106000e-01   8.7100000e-02   1.4051000e-01   4.4907000e-01   5.0506000e-01
1.33	   2.0818000e-01   2.0024000e-01   1.5301000e-01   9.3570000e-02   1.4577000e-01   4.5339000e-01   5.0425000e-01
1.34	   2.0980000e-01   2.0424000e-01   1.4470000e-01   9.9940000e-02   1.5094000e-01   4.5775000e-01   5.0361000e-01
1.35	   2.1147000e-01   2.0826000e-01   1.3614000e-01   1.0620000e-01   1.5599000e-01   4.6215000e-01   5.0313000e-01
1.36	   2.1320000e-01   2.1230000e-01   1.2733000e-01   1.1235000e-01   1.6093000e-01   4.6658000e-01   5.0281000e-01
1.37	   2.1499000e-01   2.1636000e-01   1.1827000e-01   1.1839000e-01   1.6577000e-01   4.7104000e-01   5.0267000e-01
1.38	   2.1682000e-01   2.2043000e-01   1.0896000e-01   1.2431000e-01   1.7049000e-01   4.7553000e-01   5.0270000e-01
1.39	   2.1871000e-01   2.2451000e-01   9.9400000e-02   1.3010000e-01   1.7509000e-01   4.8004000e-01   5.0291000e-01
1.4	   2.2065000e-01   2.2861000e-01   8.9610000e-02   1.3577000e-01   1.7958000e-01   4.8458000e-01   5.0328000e-01
1.41	   2.2264000e-01   2.3273000e-01   7.9570000e-02   1.4130000e-01   1.8396000e-01   4.8914000e-01   5.0384000e-01
1.42	   2.2468000e-01   2.3685000e-01   6.9300000e-02   1.4669000e-01   1.8822000e-01   4.9371000e-01   5.0457000e-01
1.43	   2.2676000e-01   2.4099000e-01   5.8800000e-02   1.5195000e-01   1.9236000e-01   4.9830000e-01   5.0547000e-01
1.44	   2.2889000e-01   2.4513000e-01   4.8080000e-02   1.5706000e-01   1.9638000e-01   5.0290000e-01   5.0656000e-01
1.45	   2.3107000e-01   2.4928000e-01   3.7120000e-02   1.6201000e-01   2.0028000e-01   5.0750000e-01   5.0783000e-01
1.46	   2.3329000e-01   2.5344000e-01   2.5950000e-02   1.6682000e-01   2.0406000e-01   5.1212000e-01   5.0927000e-01
1.47	   2.3555000e-01   2.5760000e-01   1.4560000e-02   1.7146000e-01   2.0772000e-01   5.1673000e-01   5.1090000e-01
1.48	   2.3786000e-01   2.6177000e-01   2.9700000e-03   1.7595000e-01   2.1126000e-01   5.2134000e-01   5.1270000e-01
1.49	   2.4020000e-01   2.6594000e-01  -8.8400000e-03   1.8026000e-01   2.1468000e-01   5.2595000e-01   5.1469000e-01
1.5	   2.4259000e-01   2.7011000e-01  -2.0840000e-02   1.8441000e-01   2.1798000e-01   5.3054000e-01   5.1685000e-01
1.51	   2.4500000e-01   2.7428000e-01  -3.3040000e-02   1.8838000e-01   2.2116000e-01   5.3513000e-01   5.1920000e-01
1.52	   2.4746000e-01   2.7846000e-01  -4.5430000e-02   1.9218000e-01   2.2421000e-01   5.3970000e-01   5.2172000e-01
1.53	   2.4994000e-01   2.8262000e-01  -5.8000000e-02   1.9579000e-01   2.2715000e-01   5.4425000e-01   5.2443000e-01
1.54	   2.5246000e-01   2.8679000e-01  -7.0760000e-02   1.9923000e-01   2.2996000e-01   5.4878000e-01   5.2731000e-01
1.55	   2.5501000e-01   2.9095000e-01  -8.3680000e-02   2.0247000e-01   2.3266000e-01   5.5328000e-01   5.3036000e-01
1.56	   2.5758000e-01   2.9510000e-01  -9.6770000e-02   2.0552000e-01   2.3523000e-01   5.5775000e-01   5.3359000e-01
1.57	   2.6018000e-01   2.9925000e-01  -1.1002000e-01   2.0838000e-01   2.3769000e-01   5.6219000e-01   5.3700000e-01
1.58	   2.6281000e-01   3.0338000e-01  -1.2342000e-01   2.1104000e-01   2.4003000e-01   5.6660000e-01   5.4058000e-01
1.59	   2.6545000e-01   3.0751000e-01  -1.3696000e-01   2.1351000e-01   2.4225000e-01   5.7096000e-01   5.4433000e-01
1.6	   2.6812000e-01   3.1162000e-01  -1.5065000e-01   2.1576000e-01   2.4435000e-01   5.7527000e-01   5.4824000e-01
1.61	   2.7080000e-01   3.1572000e-01  -1.6446000e-01   2.1782000e-01   2.4634000e-01   5.7954000e-01   5.5233000e-01
1.62	   2.7349000e-01   3.1980000e-01  -1.7840000e-01   2.1966000e-01   2.4822000e-01   5.8375000e-01   5.5657000e-01
1.63	   2.7620000e-01   3.2387000e-01  -1.9246000e-01   2.2130000e-01   2.4999000e-01   5.8791000e-01   5.6098000e-01
1.64	   2.7892000e-01   3.2792000e-01  -2.0662000e-01   2.2272000e-01   2.5164000e-01   5.9201000e-01   5.6555000e-01
1.65	   2.8165000e-01   3.3195000e-01  -2.2089000e-01   2.2393000e-01   2.5318000e-01   5.9605000e-01   5.7027000e-01
1.66	   2.8438000e-01   3.3597000e-01  -2.3525000e-01   2.2492000e-01   2.5462000e-01   6.0001000e-01   5.7515000e-01
1.67	   2.8712000e-01   3.3995000e-01  -2.4969000e-01   2.2570000e-01   2.5595000e-01   6.0391000e-01   5.8018000e-01
1.68	   2.8986000e-01   3.4392000e-01  -2.6421000e-01   2.2625000e-01   2.5718000e-01   6.0773000e-01   5.8535000e-01
1.69	   2.9259000e-01   3.4786000e-01  -2.7879000e-01   2.2658000e-01   2.5830000e-01   6.1146000e-01   5.9067000e-01
1.7	   2.9533000e-01   3.5177000e-01  -2.9344000e-01   2.2668000e-01   2.5933000e-01   6.1512000e-01   5.9612000e-01
1.71	   2.9805000e-01   3.5566000e-01  -3.0813000e-01   2.2656000e-01   2.6026000e-01   6.1869000e-01   6.0172000e-01
1.72	   3.0077000e-01   3.5952000e-01  -3.2287000e-01   2.2622000e-01   2.6109000e-01   6.2217000e-01   6.0744000e-01
1.73	   3.0347000e-01   3.6334000e-01  -3.3764000e-01   2.2565000e-01   2.6182000e-01   6.2555000e-01   6.1329000e-01
1.74	   3.0616000e-01   3.6713000e-01  -3.5243000e-01   2.2484000e-01   2.6247000e-01   6.2883000e-01   6.1927000e-01
1.75	   3.0883000e-01   3.7090000e-01  -3.6724000e-01   2.2381000e-01   2.6303000e-01   6.3201000e-01   6.2536000e-01
1.76	   3.1149000e-01   3.7462000e-01  -3.8205000e-01   2.2255000e-01   2.6350000e-01   6.3509000e-01   6.3157000e-01
1.77	   3.1412000e-01   3.7831000e-01  -3.9686000e-01   2.2106000e-01   2.6388000e-01   6.3805000e-01   6.3789000e-01
1.78	   3.1672000e-01   3.8196000e-01  -4.1166000e-01   2.1934000e-01   2.6419000e-01   6.4090000e-01   6.4431000e-01
1.79	   3.1930000e-01   3.8557000e-01  -4.2643000e-01   2.1739000e-01   2.6442000e-01   6.4364000e-01   6.5083000e-01
1.8	   3.2184000e-01   3.8914000e-01  -4.4118000e-01   2.1521000e-01   2.6457000e-01   6.4625000e-01   6.5745000e-01
1.81	   3.2436000e-01   3.9267000e-01  -4.5588000e-01   2.1280000e-01   2.6465000e-01   6.4873000e-01   6.6416000e-01
1.82	   3.2683000e-01   3.9616000e-01  -4.7053000e-01   2.1015000e-01   2.6466000e-01   6.5109000e-01   6.7095000e-01
1.83	   3.2927000e-01   3.9960000e-01  -4.8512000e-01   2.0728000e-01   2.6460000e-01   6.5332000e-01   6.7782000e-01
1.84	   3.3166000e-01   4.0300000e-01  -4.9964000e-01   2.0418000e-01   2.6448000e-01   6.5541000e-01   6.8476000e-01
1.85	   3.3401000e-01   4.0634000e-01  -5.1409000e-01   2.0084000e-01   2.6429000e-01   6.5736000e-01   6.9176000e-01
1.86	   3.3631000e-01   4.0964000e-01  -5.2844000e-01   1.9729000e-01   2.6405000e-01   6.5918000e-01   6.9883000e-01
1.87	   3.3856000e-01   4.1289000e-01  -5.4270000e-01   1.9350000e-01   2.6376000e-01   6.6084000e-01   7.0595000e-01
1.88	   3.4076000e-01   4.1609000e-01  -5.5684000e-01   1.8949000e-01   2.6341000e-01   6.6236000e-01   7.1313000e-01
1.89	   3.4290000e-01   4.1924000e-01  -5.7087000e-01   1.8525000e-01   2.6302000e-01   6.6373000e-01   7.2034000e-01
1.9	   3.4499000e-01   4.2233000e-01  -5.8478000e-01   1.8080000e-01   2.6258000e-01   6.6494000e-01   7.2759000e-01
1.91	   3.4701000e-01   4.2537000e-01  -5.9855000e-01   1.7612000e-01   2.6209000e-01   6.6599000e-01   7.3487000e-01
1.92	   3.4896000e-01   4.2835000e-01  -6.1217000e-01   1.7122000e-01   2.6157000e-01   6.6689000e-01   7.4217000e-01
1.93	   3.5085000e-01   4.3127000e-01  -6.2564000e-01   1.6611000e-01   2.6102000e-01   6.6762000e-01   7.4949000e-01
1.94	   3.5267000e-01   4.3414000e-01  -6.3894000e-01   1.6078000e-01   2.6043000e-01   6.6818000e-01   7.5682000e-01
1.95	   3.5441000e-01   4.3694000e-01  -6.5207000e-01   1.5524000e-01   2.5981000e-01   6.6858000e-01   7.6415000e-01
1.96	   3.5608000e-01   4.3969000e-01  -6.6502000e-01   1.4948000e-01   2.5917000e-01   6.6881000e-01   7.7148000e-01
1.97	   3.5768000e-01   4.4237000e-01  -6.7777000e-01   1.4352000e-01   2.5851000e-01   6.6886000e-01   7.7880000e-01
1.98	   3.5919000e-01   4.4499000e-01  -6.9033000e-01   1.3736000e-01   2.5782000e-01   6.6874000e-01   7.8610000e-01
1.99	   3.6061000e-01   4.4754000e-01  -7.0268000e-01   1.3099000e-01   2.5713000e-01   6.6844000e-01   7.9338000e-01
