"(No Title)"
	"2022-04-"	"8 15:32:36"

" Result ID"	"Result Type"	"I Marker ID"	"J Marker ID"	"Result Title"
"MOTION_1_MEA_2"	"  Variable"	"     (N/A)"	"     (N/A)"	"(No Comment)"

".SevenDof_4.Last_Run.MOTION_1_MEA_2.TIME"	".SevenDof_4.Last_Run.MOTION_1_MEA_2.Q"
5.100000e-01	2.402234e-01
5.200000e-01	1.830250e-01
5.300000e-01	1.228954e-01
5.400000e-01	5.998844e-02
5.500000e-01	-5.515698e-03
5.600000e-01	-7.340898e-02
5.700000e-01	-1.434548e-01
5.800000e-01	-2.153871e-01
5.900000e-01	-2.889101e-01
6.000000e-01	-3.636973e-01
6.100000e-01	-4.393923e-01
6.200000e-01	-5.156080e-01
6.300000e-01	-5.919279e-01
6.400000e-01	-6.679062e-01
6.500000e-01	-7.430695e-01
6.600000e-01	-8.169179e-01
6.700000e-01	-8.889273e-01
6.800000e-01	-9.585514e-01
6.900000e-01	-1.025224e+00
7.000000e-01	-1.088364e+00
7.100000e-01	-1.147376e+00
7.200000e-01	-1.201656e+00
7.300000e-01	-1.250597e+00
7.400000e-01	-1.293590e+00
7.500000e-01	-1.330034e+00
7.600000e-01	-1.359335e+00
7.700000e-01	-1.380917e+00
7.800000e-01	-1.394227e+00
7.900000e-01	-1.398737e+00
8.000000e-01	-1.393955e+00
8.100000e-01	-1.379426e+00
8.200000e-01	-1.354744e+00
8.300000e-01	-1.319550e+00
8.400000e-01	-1.273546e+00
8.500000e-01	-1.216493e+00
8.600000e-01	-1.148220e+00
8.700000e-01	-1.068628e+00
8.800000e-01	-9.776943e-01
8.900000e-01	-8.754730e-01
9.000000e-01	-7.621017e-01
9.100000e-01	-6.378017e-01
9.200000e-01	-5.028802e-01
9.300000e-01	-3.577306e-01
9.400000e-01	-2.028332e-01
9.500000e-01	-3.875403e-02
9.600000e-01	1.338563e-01
9.700000e-01	3.142651e-01
9.800000e-01	5.016601e-01
9.900000e-01	6.951538e-01
1.000000e+00	8.937874e-01
1.010000e+00	1.096536e+00
1.020000e+00	1.302315e+00
1.030000e+00	1.509986e+00
1.040000e+00	1.718365e+00
1.050000e+00	1.926226e+00
1.060000e+00	2.132317e+00
1.070000e+00	2.335361e+00
1.080000e+00	2.534068e+00
1.090000e+00	2.727145e+00
1.100000e+00	2.913307e+00
1.110000e+00	3.091282e+00
1.120000e+00	3.259827e+00
1.130000e+00	3.417733e+00
1.140000e+00	3.563841e+00
1.150000e+00	3.697044e+00
1.160000e+00	3.816304e+00
1.170000e+00	3.920660e+00
1.180000e+00	4.009232e+00
1.190000e+00	4.081235e+00
1.200000e+00	4.135987e+00
1.210000e+00	4.172910e+00
1.220000e+00	4.191543e+00
1.230000e+00	4.191541e+00
1.240000e+00	4.172685e+00
1.250000e+00	4.134879e+00
1.260000e+00	4.078157e+00
1.270000e+00	4.002678e+00
1.280000e+00	3.908728e+00
1.290000e+00	3.796717e+00
1.300000e+00	3.667175e+00
1.310000e+00	3.520747e+00
1.320000e+00	3.358186e+00
1.330000e+00	3.180345e+00
1.340000e+00	2.988169e+00
1.350000e+00	2.782687e+00
1.360000e+00	2.564996e+00
1.370000e+00	2.336256e+00
1.380000e+00	2.097672e+00
1.390000e+00	1.850487e+00
1.400000e+00	1.595965e+00
1.410000e+00	1.335381e+00
1.420000e+00	1.070008e+00
1.430000e+00	8.011016e-01
1.440000e+00	5.298932e-01
1.450000e+00	2.575740e-01
1.460000e+00	-1.471333e-02
1.470000e+00	-2.858853e-01
1.480000e+00	-5.549264e-01
1.490000e+00	-8.208975e-01
1.500000e+00	-1.082942e+00
1.510000e+00	-1.340293e+00
1.520000e+00	-1.592277e+00
1.530000e+00	-1.838317e+00
1.540000e+00	-2.077936e+00
1.550000e+00	-2.310760e+00
1.560000e+00	-2.536513e+00
1.570000e+00	-2.755022e+00
1.580000e+00	-2.966213e+00
1.590000e+00	-3.170107e+00
1.600000e+00	-3.366818e+00
1.610000e+00	-3.556548e+00
1.620000e+00	-3.739583e+00
1.630000e+00	-3.916288e+00
1.640000e+00	-4.087097e+00
1.650000e+00	-4.252510e+00
1.660000e+00	-4.413083e+00
1.670000e+00	-4.569425e+00
1.680000e+00	-4.722183e+00
1.690000e+00	-4.872040e+00
1.700000e+00	-5.019703e+00
1.710000e+00	-5.165893e+00
1.720000e+00	-5.311340e+00
1.730000e+00	-5.456771e+00
1.740000e+00	-5.602900e+00
1.750000e+00	-5.750419e+00
1.760000e+00	-5.899989e+00
1.770000e+00	-6.052228e+00
1.780000e+00	-6.207703e+00
1.790000e+00	-6.366919e+00
1.800000e+00	-6.530309e+00
1.810000e+00	-6.698224e+00
1.820000e+00	-6.870921e+00
1.830000e+00	-7.048556e+00
1.840000e+00	-7.231174e+00
1.850000e+00	-7.418698e+00
1.860000e+00	-7.610923e+00
1.870000e+00	-7.807504e+00
1.880000e+00	-8.007951e+00
1.890000e+00	-8.211625e+00
1.900000e+00	-8.417729e+00
1.910000e+00	-8.625303e+00
1.920000e+00	-8.833226e+00
1.930000e+00	-9.040214e+00
1.940000e+00	-9.244817e+00
1.950000e+00	-9.445428e+00
1.960000e+00	-9.640284e+00
1.970000e+00	-9.827479e+00
1.980000e+00	-1.000497e+01
1.990000e+00	-1.017059e+01
2.000000e+00	-1.032208e+01
2.010000e+00	-1.045707e+01
2.020000e+00	-1.057316e+01
2.030000e+00	-1.066788e+01
2.040000e+00	-1.073878e+01
2.050000e+00	-1.078341e+01
2.060000e+00	-1.079938e+01
2.070000e+00	-1.078440e+01
2.080000e+00	-1.073629e+01
2.090000e+00	-1.065304e+01
2.100000e+00	-1.053285e+01
2.110000e+00	-1.037413e+01
2.120000e+00	-1.017561e+01
2.130000e+00	-9.936280e+00
2.140000e+00	-9.655512e+00
2.150000e+00	-9.333029e+00
2.160000e+00	-8.968955e+00
2.170000e+00	-8.563830e+00
2.180000e+00	-8.118621e+00
2.190000e+00	-7.634738e+00
2.200000e+00	-7.114027e+00
2.210000e+00	-6.558771e+00
2.220000e+00	-5.971672e+00
2.230000e+00	-5.355835e+00
2.240000e+00	-4.714740e+00
2.250000e+00	-4.052205e+00
2.260000e+00	-3.372348e+00
2.270000e+00	-2.679539e+00
2.280000e+00	-1.978349e+00
2.290000e+00	-1.273494e+00
2.300000e+00	-5.697761e-01
2.310000e+00	1.279776e-01
2.320000e+00	8.149768e-01
2.330000e+00	1.486529e+00
2.340000e+00	2.138101e+00
2.350000e+00	2.765373e+00
2.360000e+00	3.364294e+00
2.370000e+00	3.931131e+00
2.380000e+00	4.462509e+00
2.390000e+00	4.955451e+00
2.400000e+00	5.407406e+00
2.410000e+00	5.816273e+00
2.420000e+00	6.180413e+00
2.430000e+00	6.498661e+00
2.440000e+00	6.770325e+00
2.450000e+00	6.995178e+00
2.460000e+00	7.173445e+00
2.470000e+00	7.305788e+00
2.480000e+00	7.393275e+00
2.490000e+00	7.437355e+00
2.500000e+00	7.439824e+00
2.510000e+00	7.402788e+00
2.520000e+00	7.328620e+00
2.530000e+00	7.219928e+00
2.540000e+00	7.079505e+00
2.550000e+00	6.910291e+00
2.560000e+00	6.715332e+00
2.570000e+00	6.497736e+00
2.580000e+00	6.260641e+00
2.590000e+00	6.007173e+00
2.600000e+00	5.740413e+00
2.610000e+00	5.463369e+00
2.620000e+00	5.178944e+00
2.630000e+00	4.889916e+00
2.640000e+00	4.598912e+00
2.650000e+00	4.308394e+00
2.660000e+00	4.020640e+00
2.670000e+00	3.737740e+00
2.680000e+00	3.461581e+00
2.690000e+00	3.193847e+00
2.700000e+00	2.936013e+00
2.710000e+00	2.689351e+00
2.720000e+00	2.454927e+00
2.730000e+00	2.233611e+00
2.740000e+00	2.026082e+00
2.750000e+00	1.832835e+00
2.760000e+00	1.654197e+00
2.770000e+00	1.490329e+00
2.780000e+00	1.341247e+00
2.790000e+00	1.206830e+00
2.800000e+00	1.086831e+00
2.810000e+00	9.808975e-01
2.820000e+00	8.885782e-01
2.830000e+00	8.093396e-01
2.840000e+00	7.425786e-01
2.850000e+00	6.876355e-01
2.860000e+00	6.438062e-01
2.870000e+00	6.103544e-01
2.880000e+00	5.865234e-01
2.890000e+00	5.715463e-01
2.900000e+00	5.646570e-01
2.910000e+00	5.650993e-01
2.920000e+00	5.721360e-01
2.930000e+00	5.850567e-01
2.940000e+00	6.031861e-01
2.950000e+00	6.258899e-01
2.960000e+00	6.525811e-01
2.970000e+00	6.827255e-01
2.980000e+00	7.158456e-01
2.990000e+00	7.515249e-01
3.000000e+00	7.894102e-01
3.010000e+00	8.292142e-01
3.020000e+00	8.707161e-01
3.030000e+00	9.137624e-01
3.040000e+00	9.582660e-01
3.050000e+00	1.004205e+00
3.060000e+00	1.051620e+00
3.070000e+00	1.100610e+00
3.080000e+00	1.151329e+00
3.090000e+00	1.203981e+00
3.100000e+00	1.258810e+00
3.110000e+00	1.316099e+00
3.120000e+00	1.376155e+00
3.130000e+00	1.439303e+00
3.140000e+00	1.505877e+00
3.150000e+00	1.576206e+00
3.160000e+00	1.650606e+00
3.170000e+00	1.729367e+00
3.180000e+00	1.812740e+00
3.190000e+00	1.900926e+00
3.200000e+00	1.994067e+00
3.210000e+00	2.092229e+00
3.220000e+00	2.195395e+00
3.230000e+00	2.303455e+00
3.240000e+00	2.416197e+00
3.250000e+00	2.533301e+00
3.260000e+00	2.654331e+00
3.270000e+00	2.778734e+00
3.280000e+00	2.905837e+00
3.290000e+00	3.034849e+00
3.300000e+00	3.164864e+00
3.310000e+00	3.294868e+00
3.320000e+00	3.423744e+00
3.330000e+00	3.550286e+00
3.340000e+00	3.673210e+00
3.350000e+00	3.791172e+00
3.360000e+00	3.902783e+00
3.370000e+00	4.006627e+00
3.380000e+00	4.101285e+00
3.390000e+00	4.185355e+00
3.400000e+00	4.257471e+00
3.410000e+00	4.316330e+00
3.420000e+00	4.360712e+00
3.430000e+00	4.389500e+00
3.440000e+00	4.401701e+00
3.450000e+00	4.396467e+00
3.460000e+00	4.373106e+00
3.470000e+00	4.331102e+00
3.480000e+00	4.270123e+00
3.490000e+00	4.190031e+00
3.500000e+00	4.090887e+00
3.510000e+00	3.972954e+00
3.520000e+00	3.836698e+00
3.530000e+00	3.682779e+00
3.540000e+00	3.512051e+00
3.550000e+00	3.325546e+00
3.560000e+00	3.124469e+00
3.570000e+00	2.910174e+00
3.580000e+00	2.684156e+00
3.590000e+00	2.448027e+00
3.600000e+00	2.203499e+00
3.610000e+00	1.952364e+00
3.620000e+00	1.696467e+00
3.630000e+00	1.437694e+00
3.640000e+00	1.177941e+00
3.650000e+00	9.190997e-01
3.660000e+00	6.630345e-01
3.670000e+00	4.115639e-01
3.680000e+00	1.664428e-01
3.690000e+00	-7.065385e-02
3.700000e+00	-2.981461e-01
3.710000e+00	-5.145616e-01
3.720000e+00	-7.185473e-01
3.730000e+00	-9.088781e-01
3.740000e+00	-1.084465e+00
3.750000e+00	-1.244359e+00
3.760000e+00	-1.387758e+00
3.770000e+00	-1.514005e+00
3.780000e+00	-1.622590e+00
3.790000e+00	-1.713148e+00
3.800000e+00	-1.785458e+00
3.810000e+00	-1.839434e+00
3.820000e+00	-1.875126e+00
3.830000e+00	-1.892705e+00
3.840000e+00	-1.892464e+00
3.850000e+00	-1.874802e+00
3.860000e+00	-1.840219e+00
3.870000e+00	-1.789308e+00
3.880000e+00	-1.722737e+00
3.890000e+00	-1.641247e+00
3.900000e+00	-1.545638e+00
3.910000e+00	-1.436759e+00
3.920000e+00	-1.315497e+00
3.930000e+00	-1.182769e+00
3.940000e+00	-1.039510e+00
3.950000e+00	-8.866657e-01
3.960000e+00	-7.251848e-01
3.970000e+00	-5.560093e-01
3.980000e+00	-3.800685e-01
3.990000e+00	-1.982726e-01
4.000000e+00	-1.150726e-02
4.010000e+00	1.793713e-01
4.020000e+00	3.735398e-01
4.030000e+00	5.702111e-01
4.040000e+00	7.686366e-01
4.050000e+00	9.681074e-01
4.060000e+00	1.167955e+00
4.070000e+00	1.367552e+00
4.080000e+00	1.566311e+00
4.090000e+00	1.763683e+00
4.100000e+00	1.959156e+00
4.110000e+00	2.152254e+00
4.120000e+00	2.342533e+00
4.130000e+00	2.529577e+00
4.140000e+00	2.713000e+00
4.150000e+00	2.892436e+00
4.160000e+00	3.067540e+00
4.170000e+00	3.237983e+00
4.180000e+00	3.403449e+00
4.190000e+00	3.563630e+00
4.200000e+00	3.718224e+00
4.210000e+00	3.866931e+00
4.220000e+00	4.009451e+00
4.230000e+00	4.145478e+00
4.240000e+00	4.274701e+00
4.250000e+00	4.396799e+00
4.260000e+00	4.511440e+00
4.270000e+00	4.618276e+00
4.280000e+00	4.716949e+00
4.290000e+00	4.807081e+00
4.300000e+00	4.888279e+00
4.310000e+00	4.960134e+00
4.320000e+00	5.022221e+00
4.330000e+00	5.074097e+00
4.340000e+00	5.115309e+00
4.350000e+00	5.145388e+00
4.360000e+00	5.163859e+00
4.370000e+00	5.170239e+00
4.380000e+00	5.164044e+00
4.390000e+00	5.144791e+00
4.400000e+00	5.112005e+00
4.410000e+00	5.065226e+00
4.420000e+00	5.004012e+00
4.430000e+00	4.927948e+00
4.440000e+00	4.836654e+00
4.450000e+00	4.729792e+00
4.460000e+00	4.607074e+00
4.470000e+00	4.468273e+00
4.480000e+00	4.313228e+00
4.490000e+00	4.141857e+00
4.500000e+00	3.954162e+00
4.510000e+00	3.750240e+00
4.520000e+00	3.530287e+00
4.530000e+00	3.294611e+00
4.540000e+00	3.043630e+00
4.550000e+00	2.777886e+00
4.560000e+00	2.498040e+00
4.570000e+00	2.204879e+00
4.580000e+00	1.899315e+00
4.590000e+00	1.582382e+00
4.600000e+00	1.255236e+00
4.610000e+00	9.191425e-01
4.620000e+00	5.754764e-01
4.630000e+00	2.257064e-01
4.640000e+00	-1.286149e-01
4.650000e+00	-4.858648e-01
4.660000e+00	-8.443665e-01
4.670000e+00	-1.202406e+00
4.680000e+00	-1.558249e+00
4.690000e+00	-1.910164e+00
4.700000e+00	-2.256434e+00
4.710000e+00	-2.595383e+00
4.720000e+00	-2.925394e+00
4.730000e+00	-3.244921e+00
4.740000e+00	-3.552514e+00
4.750000e+00	-3.846827e+00
4.760000e+00	-4.126637e+00
4.770000e+00	-4.390852e+00
4.780000e+00	-4.638518e+00
4.790000e+00	-4.868826e+00
4.800000e+00	-5.081119e+00
4.810000e+00	-5.274883e+00
4.820000e+00	-5.449753e+00
4.830000e+00	-5.605504e+00
4.840000e+00	-5.742041e+00
4.850000e+00	-5.859397e+00
4.860000e+00	-5.957713e+00
4.870000e+00	-6.037232e+00
4.880000e+00	-6.098281e+00
4.890000e+00	-6.141263e+00
4.900000e+00	-6.166637e+00
4.910000e+00	-6.174907e+00
4.920000e+00	-6.166612e+00
4.930000e+00	-6.142313e+00
4.940000e+00	-6.102580e+00
4.950000e+00	-6.047990e+00
4.960000e+00	-5.979112e+00
4.970000e+00	-5.896514e+00
4.980000e+00	-5.800748e+00
4.990000e+00	-5.692358e+00
5.000000e+00	-5.571876e+00
5.010000e+00	-5.439827e+00
5.020000e+00	-5.296730e+00
5.030000e+00	-5.143104e+00
5.040000e+00	-4.979475e+00
5.050000e+00	-4.806375e+00
5.060000e+00	-4.624356e+00
5.070000e+00	-4.433989e+00
5.080000e+00	-4.235870e+00
5.090000e+00	-4.030628e+00
5.100000e+00	-3.818923e+00
5.110000e+00	-3.601448e+00
5.120000e+00	-3.378935e+00
5.130000e+00	-3.152148e+00
5.140000e+00	-2.921886e+00
5.150000e+00	-2.688974e+00
5.160000e+00	-2.454264e+00
5.170000e+00	-2.218627e+00
5.180000e+00	-1.982945e+00
5.190000e+00	-1.748105e+00
5.200000e+00	-1.514993e+00
5.210000e+00	-1.284479e+00
5.220000e+00	-1.057415e+00
5.230000e+00	-8.346236e-01
5.240000e+00	-6.168897e-01
5.250000e+00	-4.049522e-01
5.260000e+00	-1.994973e-01
5.270000e+00	-1.151694e-03
5.280000e+00	1.895235e-01
5.290000e+00	3.720373e-01
5.300000e+00	5.459723e-01
5.310000e+00	7.109880e-01
5.320000e+00	8.668218e-01
5.330000e+00	1.013290e+00
5.340000e+00	1.150285e+00
5.350000e+00	1.277779e+00
5.360000e+00	1.395815e+00
5.370000e+00	1.504507e+00
5.380000e+00	1.604035e+00
5.390000e+00	1.694641e+00
5.400000e+00	1.776620e+00
5.410000e+00	1.850319e+00
5.420000e+00	1.916127e+00
5.430000e+00	1.974469e+00
5.440000e+00	2.025799e+00
5.450000e+00	2.070595e+00
5.460000e+00	2.109347e+00
5.470000e+00	2.142555e+00
5.480000e+00	2.170718e+00
5.490000e+00	2.194329e+00
5.500000e+00	2.213869e+00
5.510000e+00	2.229795e+00
5.520000e+00	2.242540e+00
5.530000e+00	2.252502e+00
5.540000e+00	2.260039e+00
5.550000e+00	2.265464e+00
5.560000e+00	2.269038e+00
5.570000e+00	2.270963e+00
5.580000e+00	2.271381e+00
5.590000e+00	2.270362e+00
5.600000e+00	2.267905e+00
5.610000e+00	2.263931e+00
5.620000e+00	2.258277e+00
5.630000e+00	2.250695e+00
5.640000e+00	2.240844e+00
5.650000e+00	2.228289e+00
5.660000e+00	2.212496e+00
5.670000e+00	2.192831e+00
5.680000e+00	2.168555e+00
5.690000e+00	2.138823e+00
5.700000e+00	2.102682e+00
5.710000e+00	2.059070e+00
5.720000e+00	2.006817e+00
5.730000e+00	1.944643e+00
5.740000e+00	1.871159e+00
5.750000e+00	1.784872e+00
5.760000e+00	1.684187e+00
5.770000e+00	1.567409e+00
5.780000e+00	1.432751e+00
5.790000e+00	1.278340e+00
5.800000e+00	1.102222e+00
5.810000e+00	9.023792e-01
5.820000e+00	6.767322e-01
5.830000e+00	4.231583e-01
5.840000e+00	1.395039e-01
5.850000e+00	-1.763988e-01
5.860000e+00	-5.267146e-01
5.870000e+00	-9.135852e-01
5.880000e+00	-1.339108e+00
5.890000e+00	-1.805314e+00
5.900000e+00	-2.314140e+00
5.910000e+00	-2.867407e+00
5.920000e+00	-3.466788e+00
5.930000e+00	-4.113783e+00
5.940000e+00	-4.809685e+00
5.950000e+00	-5.555551e+00
5.960000e+00	-6.352171e+00
5.970000e+00	-7.200034e+00
5.980000e+00	-8.099298e+00
5.990000e+00	-9.049758e+00
6.000000e+00	-1.005081e+01
6.010000e+00	-1.110144e+01
6.020000e+00	-1.220016e+01
6.030000e+00	-1.334503e+01
6.040000e+00	-1.453359e+01
6.050000e+00	-1.576288e+01
6.060000e+00	-1.702939e+01
6.070000e+00	-1.832908e+01
6.080000e+00	-1.965736e+01
6.090000e+00	-2.100908e+01
6.100000e+00	-2.237855e+01
6.110000e+00	-2.375957e+01
6.120000e+00	-2.514541e+01
6.130000e+00	-2.652886e+01
6.140000e+00	-2.790227e+01
6.150000e+00	-2.925758e+01
6.160000e+00	-3.058637e+01
6.170000e+00	-3.187993e+01
6.180000e+00	-3.312930e+01
6.190000e+00	-3.432536e+01
6.200000e+00	-3.545889e+01
6.210000e+00	-3.652067e+01
6.220000e+00	-3.750152e+01
6.230000e+00	-3.839246e+01
6.240000e+00	-3.918473e+01
6.250000e+00	-3.986990e+01
6.260000e+00	-4.043998e+01
6.270000e+00	-4.088750e+01
6.280000e+00	-4.120557e+01
6.290000e+00	-4.138799e+01
6.300000e+00	-4.142931e+01
6.310000e+00	-4.132491e+01
6.320000e+00	-4.107105e+01
6.330000e+00	-4.066493e+01
6.340000e+00	-4.010473e+01
6.350000e+00	-3.938966e+01
6.360000e+00	-3.851996e+01
6.370000e+00	-3.749692e+01
6.380000e+00	-3.632290e+01
6.390000e+00	-3.500131e+01
6.400000e+00	-3.353657e+01
6.410000e+00	-3.193413e+01
6.420000e+00	-3.020037e+01
6.430000e+00	-2.834261e+01
6.440000e+00	-2.636901e+01
6.450000e+00	-2.428853e+01
6.460000e+00	-2.211083e+01
6.470000e+00	-1.984621e+01
6.480000e+00	-1.750554e+01
6.490000e+00	-1.510011e+01
6.500000e+00	-1.264162e+01
6.510000e+00	-1.014201e+01
6.520000e+00	-7.613419e+00
6.530000e+00	-5.068036e+00
6.540000e+00	-2.518046e+00
6.550000e+00	2.448912e-02
6.560000e+00	2.547714e+00
6.570000e+00	5.040076e+00
6.580000e+00	7.490404e+00
6.590000e+00	9.887994e+00
6.600000e+00	1.222268e+01
6.610000e+00	1.448491e+01
6.620000e+00	1.666578e+01
6.630000e+00	1.875712e+01
6.640000e+00	2.075153e+01
6.650000e+00	2.264241e+01
6.660000e+00	2.442398e+01
6.670000e+00	2.609130e+01
6.680000e+00	2.764032e+01
6.690000e+00	2.906783e+01
6.700000e+00	3.037147e+01
6.710000e+00	3.154974e+01
6.720000e+00	3.260196e+01
6.730000e+00	3.352821e+01
6.740000e+00	3.432935e+01
6.750000e+00	3.500697e+01
6.760000e+00	3.556329e+01
6.770000e+00	3.600118e+01
6.780000e+00	3.632407e+01
6.790000e+00	3.653587e+01
6.800000e+00	3.664098e+01
6.810000e+00	3.664417e+01
6.820000e+00	3.655054e+01
6.830000e+00	3.636545e+01
6.840000e+00	3.609450e+01
6.850000e+00	3.574343e+01
6.860000e+00	3.531806e+01
6.870000e+00	3.482430e+01
6.880000e+00	3.426803e+01
6.890000e+00	3.365510e+01
6.900000e+00	3.299126e+01
6.910000e+00	3.228216e+01
6.920000e+00	3.153328e+01
6.930000e+00	3.074993e+01
6.940000e+00	2.993718e+01
6.950000e+00	2.909992e+01
6.960000e+00	2.824277e+01
6.970000e+00	2.737009e+01
6.980000e+00	2.648601e+01
6.990000e+00	2.559436e+01
7.000000e+00	2.469872e+01
7.010000e+00	2.380239e+01
7.020000e+00	2.290841e+01
7.030000e+00	2.201959e+01
7.040000e+00	2.113846e+01
7.050000e+00	2.026731e+01
7.060000e+00	1.940822e+01
7.070000e+00	1.856306e+01
7.080000e+00	1.773347e+01
7.090000e+00	1.692092e+01
7.100000e+00	1.612669e+01
7.110000e+00	1.535192e+01
7.120000e+00	1.459757e+01
7.130000e+00	1.386448e+01
7.140000e+00	1.315337e+01
7.150000e+00	1.246482e+01
7.160000e+00	1.179935e+01
7.170000e+00	1.115734e+01
7.180000e+00	1.053913e+01
7.190000e+00	9.944967e+00
7.200000e+00	9.375029e+00
7.210000e+00	8.829448e+00
7.220000e+00	8.308299e+00
7.230000e+00	7.811617e+00
7.240000e+00	7.339397e+00
7.250000e+00	6.891602e+00
7.260000e+00	6.468165e+00
7.270000e+00	6.068999e+00
7.280000e+00	5.693996e+00
7.290000e+00	5.343036e+00
7.300000e+00	5.015986e+00
7.310000e+00	4.712709e+00
7.320000e+00	4.433065e+00
7.330000e+00	4.176916e+00
7.340000e+00	3.944133e+00
7.350000e+00	3.734592e+00
7.360000e+00	3.548189e+00
7.370000e+00	3.384835e+00
7.380000e+00	3.244465e+00
7.390000e+00	3.127036e+00
7.400000e+00	3.032539e+00
7.410000e+00	2.960993e+00
7.420000e+00	2.912449e+00
7.430000e+00	2.886995e+00
7.440000e+00	2.884751e+00
7.450000e+00	2.905871e+00
7.460000e+00	2.950539e+00
7.470000e+00	3.018966e+00
7.480000e+00	3.111384e+00
7.490000e+00	3.228039e+00
7.500000e+00	3.369184e+00
7.510000e+00	3.535065e+00
7.520000e+00	3.725911e+00
7.530000e+00	3.941921e+00
7.540000e+00	4.183245e+00
7.550000e+00	4.449971e+00
7.560000e+00	4.742105e+00
7.570000e+00	5.059552e+00
7.580000e+00	5.402098e+00
7.590000e+00	5.769388e+00
7.600000e+00	6.160907e+00
7.610000e+00	6.575964e+00
7.620000e+00	7.013669e+00
7.630000e+00	7.472920e+00
7.640000e+00	7.952388e+00
7.650000e+00	8.450504e+00
7.660000e+00	8.965449e+00
7.670000e+00	9.495149e+00
7.680000e+00	1.003727e+01
7.690000e+00	1.058923e+01
7.700000e+00	1.114817e+01
7.710000e+00	1.171102e+01
7.720000e+00	1.227445e+01
7.730000e+00	1.283493e+01
7.740000e+00	1.338874e+01
7.750000e+00	1.393198e+01
7.760000e+00	1.446062e+01
7.770000e+00	1.497051e+01
7.780000e+00	1.545745e+01
7.790000e+00	1.591718e+01
7.800000e+00	1.634544e+01
7.810000e+00	1.673803e+01
7.820000e+00	1.709081e+01
7.830000e+00	1.739977e+01
7.840000e+00	1.766106e+01
7.850000e+00	1.787103e+01
7.860000e+00	1.802628e+01
7.870000e+00	1.812365e+01
7.880000e+00	1.816032e+01
7.890000e+00	1.813378e+01
7.900000e+00	1.804190e+01
7.910000e+00	1.788292e+01
7.920000e+00	1.765548e+01
7.930000e+00	1.735865e+01
7.940000e+00	1.699193e+01
7.950000e+00	1.655525e+01
7.960000e+00	1.604897e+01
7.970000e+00	1.547390e+01
7.980000e+00	1.483128e+01
7.990000e+00	1.412277e+01
8.000000e+00	1.335045e+01
8.010000e+00	1.251679e+01
8.020000e+00	1.162464e+01
8.030000e+00	1.067721e+01
8.040000e+00	9.678037e+00
8.050000e+00	8.630977e+00
8.060000e+00	7.540161e+00
8.070000e+00	6.409972e+00
8.080000e+00	5.245018e+00
8.090000e+00	4.050098e+00
8.100000e+00	2.830170e+00
8.110000e+00	1.590317e+00
8.120000e+00	3.357210e-01
8.130000e+00	-9.283780e-01
8.140000e+00	-2.196708e+00
8.150000e+00	-3.464002e+00
8.160000e+00	-4.725022e+00
8.170000e+00	-5.974600e+00
8.180000e+00	-7.207659e+00
8.190000e+00	-8.419246e+00
8.200000e+00	-9.604557e+00
8.210000e+00	-1.075897e+01
8.220000e+00	-1.187805e+01
8.230000e+00	-1.295760e+01
8.240000e+00	-1.399367e+01
8.250000e+00	-1.498256e+01
8.260000e+00	-1.592087e+01
8.270000e+00	-1.680548e+01
8.280000e+00	-1.763360e+01
8.290000e+00	-1.840275e+01
8.300000e+00	-1.911078e+01
8.310000e+00	-1.975590e+01
